id,id_genero,titulo,resumo,lancamento,idioma_original,poster
676,"[28, 10752, 36, 10749, 18]",Pearl Harbor,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",2001-05-21,en,/y8A0Cvp8WQmZ3bjbnsL53lY0dsC.jpg
634528,[28],The Marksman,"Jim Hanson’s quiet life is suddenly disturbed by two people crossing the US/Mexico border – a woman and her young son – desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boy’s reluctant defender. He embraces his role as Miguel’s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins.",2021-01-15,en,/6vcDalR50RWa309vBH1NLmG2rjQ.jpg
487611,[18],Conviction,"Ever since she served on the jury during his trial, Nora has been convinced that Jacques Viguier is innocent, despite him being accused of murdering his wife. Following an appeal by the public prosecutor’s office, and fearing a miscarriage of justice, she convinces a leading lawyer to defend him during his second trial, on appeal. Together, they will put up a tenacious fight against injustice.",2019-02-06,fr,/aSiDOaB12twIXNN4tJWnCspwyys.jpg
339692,"[80, 18, 53]",Shot Caller,A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,2017-07-13,en,/qLmLz2wtyYvmW8Ult3l2ngOnW8v.jpg
109417,"[10402, 18]",Battle of the Year,"A down-on-his-luck coach is hired to prepare a team of the best American dancers for an international tournament that attracts all the best crews from around the world, but the Americans haven't won in fifteen years.",2013-09-21,en,/klOquwqD8LtTvm9pWc1vJH143Zb.jpg
24426,"[878, 14, 35]",A.R.O.G,Commander Logar fools Arif and sends him 1.000.000 years back in the time. He must civilize people from past to reach today.,2008-12-05,tr,/oWhCozl58kpEtM2TdcH3Vs6SUCV.jpg
16281,"[27, 35]",Creepshow,"Inspired by the E.C. comics of the 1950s, George A. Romero and Stephen King bring five tales of terror to the screen.",1982-11-12,en,/4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg
14134,[18],Main Hoon Na,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",2004-04-30,hi,/iiZ8BgmAsxKUEyO6ux8z6GHiE6j.jpg
11864,"[18, 878]",Enemy Mine,"A soldier from Earth crashlands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together to survive on this hostile world. In the end the human finds himself caring for his enemy in a completely unexpected way.",1985-12-12,en,/a3dr9L8VIjhEvivzQ2M12VQDere.jpg
10643,"[28, 12, 878]",Godzilla 2000: Millennium,An independent group of researchers called the Godzilla Prediction Network (GPN) actively track Godzilla as he makes landfall in Nemuro.  Matters are further complicated when a giant meteor is discovered in the Ibaragi Prefecture. The mysterious rock begins to levitate as it's true intentions for the world and Godzilla are revealed.,1999-12-11,ja,/aER55kapaLqHbrdfqebuVCORnpi.jpg
423899,"[18, 36]",Victoria & Abdul,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,2017-09-13,en,/a5vm7eBHLfBqaOMQUUAVxXmgmhA.jpg
11205,"[10749, 28, 35, 80]",Wheels on Meals,"Cousins Thomas and David, owners of a mobile restaurant, team up with their friend Moby, a bumbling private detective, to save the beautiful Sylvia, a pickpocket.",1984-08-17,cn,/i5iZVBfOqlRs4g50dm2G6YGfhYD.jpg
9007,"[18, 35, 10749, 14]",Just Like Heaven,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.",2005-09-16,en,/aeEgEKS25GureCQRTNV5SywqvjN.jpg
1553,"[10402, 18, 80]",The Beat That My Heart Skipped,"Like his father, Tom is a real estate agent who makes his money from dirty, and sometimes brutal, deals. But a chance encounter prompts him to take up the piano and become a concert pianist. He auditions with the help of a beautiful, young virtuoso pianist who cannot speak French - music is their only exchange. But pressures from the ugly world of his day job soon become more than he can handle...",2005-03-16,fr,/tGH2kEVM78VsdXPX4TnhHq7Qdxa.jpg
514207,"[878, 18, 28]",Invasion,"Two years after the fall of the alien ship, the life of a young woman from Moscow has been changed forever. Her growing powers are now at the focus of both human and celestial investigation: an alien force takes an interest in her, and will stop short of nothing, including an invasion. Can love and compassion save humanity, when faced with a much greater and more demanding test this time?",2020-01-01,ru,/dqKqzcdhtJwOhjqe89RTURqILtl.jpg
10423,"[18, 36, 28]",Dragon: The Bruce Lee Story,"This film is a glimpse into the life, love and the unconquerable spirit of the legendary Bruce Lee. From a childhood of rigorous martial arts training, Lee realizes his dream of opening his own kung-fu school in America. Before long, he is discovered by a Hollywood producer and begins a meteoric rise to fame and an all too short reign as one the most charismatic action heroes in cinema history.",1993-05-07,en,/lxhsdC8wuGgQf0gKCt8wyHHxGcQ.jpg
320,"[80, 9648, 53]",Insomnia,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,2002-05-24,en,/riVXh3EimGO0y5dgQxEWPRy5Itg.jpg
892515,"[18, 35, 10749, 80]",Masquerade,"Adrien, an attractive dancer whose career was shattered by a motorbike accident, wastes his youth in the laziness of the French Riviera, where he is looked after by Martha, a former movie star. Adrien’s life is turned upside down when he meets Margot, a captivating beauty who lives for the thrill of scams and romantic entanglements. Together, they fantasise about a better life and set up a diabolical scheme, an emotional masquerade.",2022-11-01,fr,/31KgCTaOuLJsUm2cGN2OffripeD.jpg
274870,"[18, 10749, 878]",Passengers,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",2016-12-21,en,/oZpdONg32luHu0g8HcysuPgSlIK.jpg
203819,"[12, 18]",Tracks,"Accompanied only by her faithful dog and four camels, an Australian satisfies her craving for solitude by embarking on a solo trip across the desert from Alice Springs to the Indian Ocean.",2013-12-19,en,/qDSA80DC8BmBrErQsiL23qwoeCw.jpg
62837,"[18, 10751]",Dolphin Tale,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,2011-09-23,en,/92P8cAORDMW4Z8qxYpKz3iFdnYk.jpg
60670,"[80, 9648, 53]",The Crimson Rivers,"Two French policemen, one investigating a grisly murder at a remote mountain college, the other working on the desecration of a young girl's grave by skinheads, are brought together by the clues from their respective cases. Soon after they start working together, more murders are committed, and the pair begin to discover just what dark secrets are behind the killings.",2000-09-27,fr,/y5gRgTg8EuB7Qff2QrsZqkYxDp7.jpg
26466,[27],Triangle,"When Jess sets sail on a yacht with a group of friends, she cannot shake the feeling that there is something wrong. Her suspicions are realized when the yacht hits a storm and the group is forced to board a passing ocean liner to get to safety, a ship Jess is convinced she’s been on before.",2009-10-16,en,/qdqAewwUsKO1x2p9rAkAOBlXeiF.jpg
19494,[35],Nine to Five,"Frank Hart is a pig. He takes advantage of the women who work with him in the grossest manner. When his three assistants manage to trap him in his own house, they assume control of his department, and productivity leaps, but just how long can they keep Hart tied up?",1980-12-18,en,/3nm6kWMFzxGtJb4UEuDB0lDWpcD.jpg
10530,"[12, 16, 10751, 10749]",Pocahontas,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",1995-06-14,en,/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg
8833,"[28, 35]",Double Trouble,A stuntman and a saxophonist stand in for two billionaires threatened by killers.,1984-10-19,it,/lenzKtDEaH3SsI4eZJwvbUAL4IJ.jpg
1999,"[18, 53]",In the Bedroom,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. His son is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",2001-11-23,en,/4FIlOw7P2Yusdl7TqHFvKC1eMQ4.jpg
241771,"[10749, 18]",Beyond the Lights,"Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?",2014-11-14,en,/5Di9UXTa2bDec68WOFcZzgB1ot3.jpg
204668,[12],Belle and Sebastian,"Belle and Sebastian is set high in the snowy Alps during the Second World War. The resourceful Sebastian is a lonely boy who tames and befriends a giant, wild mountain dog, Belle – even though the villagers believe her to be ‘the beast’ that has been killing their sheep.",2013-12-18,fr,/km3ogCGHmlL7M4msTU6pWcJFpRu.jpg
10445,"[18, 10749]",Shadowlands,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham.",1993-12-25,en,/5jTWY1M2O4Zhid4rLOpftzazRGn.jpg
854,"[10749, 35, 80, 14]",The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",1994-07-29,en,/xbbXp9px4o8Oe7IbGd0yIbla8mZ.jpg
42246,"[10751, 16, 35, 28, 12]",Tom and Jerry: The Fast and the Furry,"After being evicted from their old house by Tom's owner for causing major damage, cat and mouse Tom and Jerry enter a race entitled the ""Fabulous Super Race"" to win a mansion.",2005-10-11,en,/7PeNpz4mDyRqDxMhC0g0FCpVwPB.jpg
39413,"[18, 35]",My Afternoons with Margueritte,An illiterate and lonely man bonds with an older and well-read woman.,2010-06-02,fr,/fWd8uTsMmbjFUXAjTTHwMHZglXq.jpg
1535,"[28, 80, 53]",Spy Game,"On the day of his retirement, a veteran CIA agent learns that his former protégé has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",2001-11-18,en,/6y8M1rxjKofQCRKKe6xeV91K2Fc.jpg
659,"[18, 36, 10752]",The Tin Drum,"Repulsed by the hypocrisy of adults and the irresponsibility of society, a boy refuses to grow older after his third birthday.",1979-05-02,de,/b4zV75WQL68XcKRYdliCmTk5Jwc.jpg
70667,"[12, 36]",Kon-Tiki,"The true story about legendary explorer Thor Heyerdahl and his epic crossing of the Pacific on a balsa wood raft in 1947, in an effort to prove it was possible for South Americans to settle in Polynesia in pre-Columbian times.",2012-08-24,no,/dhSaxMcHTjq7el2vcqKRUIKmxhb.jpg
8052,"[18, 80]",Hard Eight,A stranger mentors a young Reno gambler who weds a hooker and befriends a vulgar casino regular.,1997-02-28,en,/1l5UaoP25Ak8PWCKIULQz70yF03.jpg
347031,"[35, 18, 10749, 14, 12]",Swiss Army Man,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",2016-06-24,en,/8pxn8CQ6SD6tly75lrKw08wfZKv.jpg
103269,"[878, 16, 28]",Superman vs. The Elite,The Man of Steel finds himself outshone by a new team of ruthless superheroes who hold his idealism in contempt.,2012-06-12,en,/6yKW9NVcqySQKa9gVe7GG3WuE9N.jpg
68721,"[28, 12, 878]",Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",2013-04-18,en,/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg
25196,"[18, 10402, 10749]",Crazy Heart,"When reporter Jean Craddock interviews Bad Blake—an alcoholic, seen-better-days country music legend—they connect, and the hard-living crooner sees a possible saving grace in a life with Jean and her young son.",2009-12-16,en,/zwao2YMsqf27IzNEtDNWSe0W9jH.jpg
178682,"[10751, 35, 10770, 14]",The Wizards Return: Alex vs. Alex,"While visiting Italy with her family, a young wizard accidentally creates an evil version of herself.",2013-03-15,en,/iWL88DymJrzO6hYI1ykUeUohqef.jpg
19933,"[14, 12, 16, 35, 10751, 10402]",The Brave Little Toaster,"A group of dated appliances, finding themselves stranded in a summer home that their family had just sold, decide to seek their young 8 year old ""master"".",1987-07-09,en,/mEZcPMNRqTcotOZSttN5MtmJbu1.jpg
920,"[16, 12, 35, 10751]",Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",2006-06-08,en,/u4G8EkiIBZYx0wEg2xDlXZigTOZ.jpg
308,"[35, 18, 9648, 10749]",Broken Flowers,"As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him.",2005-08-05,en,/gd8JNjwgiM6ZgGm6NFAkovQWoYn.jpg
606523,"[80, 18, 53, 28]",Night in Paradise,"An assassin named Tae-goo is offered a chance to switch sides with his rival Bukseong gang, headed by Chairman Doh. Tae-goo rejects the offer that results in the murder of his sister and niece. In revenge, Tae-goo brutally kills Chairman Doh and his men and flees to Jeju Island where he meets Jae-yeon, a terminally ill woman. Though, the henchman of the Bukseong gang, Executive Ma is mercilessly hunting Tae-goo to take revenge.",2020-09-03,ko,/dYCWUAidqgakGETwZkfGxU7CWhL.jpg
113947,"[18, 10749, 35]",The Sessions,"Though a childhood bout with polio left him dependent on an iron lung, Mark O'Brien maintains a career as a journalist and poet. A writing assignment dealing with sex and the disabled piques Mark's curiosity, and he decides to investigate the possibility of experiencing sex himself. When his overtures toward a caregiver scare her away, he books an appointment with sex surrogate Cheryl Cohen-Greene to lose his virginity.",2012-05-02,en,/57o1DBc5DfJXVc8wArAblSbZ8sD.jpg
14637,"[18, 53]",Nothing But the Truth,"When reporter Rachel Armstrong writes a story that reveals the identity of a covert CIA operative, the government demands that Rachel reveal her source. She defies the special prosecutor and is thrown in jail. Meanwhile, her attorney, Albert Burnside argues her case all the way to the U.S. Supreme Court.",2008-12-19,en,/ueJXKG3PFoDPEhcKtIjP52fCRQ5.jpg
14556,"[18, 53]",Anything for Her,"Lisa and Julien are married and lead a happy uneventful life with their son Oscar. But their life radically changes one morning, when the police comes to arrest Lisa on murder charges. She's sentenced to 20 years of prison. Convinced of his wife's innocence, Julien decides to act. How far will he be willing to go for her?",2008-12-03,fr,/e8iom9xZi9bE2nN2TTYp3efyqvj.jpg
14411,"[10751, 16, 12, 35, 14, 28]",Sinbad: Legend of the Seven Seas,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",2003-07-02,en,/mtkPe9AMiXloYPCsldSbxKuXXWJ.jpg
760336,"[18, 36]",Munich: The Edge of War,"At the tense 1938 Munich Conference, former friends who now work for opposing governments become reluctant spies racing to expose a Nazi secret.",2022-01-06,en,/1SOiUTDnwW9gU4GzSIsOCQUlHJF.jpg
307103,"[18, 80]",SK1,"The hunt, capture and trial of Guy Georges, one of France's most notorious serial killers.",2015-01-07,fr,/h4IU1VPMj2g4WkeiF1Nm8dFxCBM.jpg
120475,"[28, 16, 878]",Dragon Ball: Episode of Bardock,"A spin-off scenario taking place after the events of the TV special Dragon Ball Z: Bardock - The Father of Goku, in which Bardock survives the destruction of Planet Vegeta and is sent into the past, combating Frieza's ancestor Chilled and turning into a Super Saiyan.",2011-12-17,ja,/gvBKarJi4ACMD2AS0kb26albJy0.jpg
13776,"[35, 18]",Diner,"Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind.",1982-04-02,en,/2vKIdZ6JkFIzcQeaHg3xtdvOyRO.jpg
906221,"[35, 18, 10749]",Magic Mike's Last Dance,"Mike Lane takes to the stage again after a lengthy hiatus, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. For what he hopes will be one last hurrah, Mike heads to London with a wealthy socialite who lures him with an offer he can’t refuse… and an agenda all her own. With everything on the line, once Mike discovers what she truly has in mind, will he—and the roster of hot new dancers he’ll have to whip into shape—be able to pull it off?",2023-02-09,en,/9a9pyJZRhUWUSBT8BQqWihtqbI8.jpg
760883,"[27, 53, 28]",Blood Red Sky,"A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight. In order to protect her son she will have to reveal a dark secret, and unleash the inner monster she has fought to hide.",2021-07-23,de,/v7aOJKI5vxCHotHvN8O7SR6SpP6.jpg
85446,"[10402, 18, 10749]",Step Up Revolution,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",2012-07-26,en,/ab9T58BlOPauWd9tMnK0HhwYY7u.jpg
82424,"[16, 10751, 35]",Small Fry,A fast food restaurant mini variant of Buzz forcibly switches places with the real Buzz and his friends have to deal with the obnoxious impostor.,2011-11-23,en,/8siICxMft0JSWZDq9YrXh5U5PZx.jpg
82120,[35],The Sprinkler Sprinkled,"A gardener is watering his flowers, when a mischievous boy sneaks up behind his back, and puts a foot on the water hose. The gardener is surprised and looks into the nozzle to find out why the water has stopped coming. The boy then lifts his foot from the hose, whereby the water squirts up in the gardener's face. The gardener chases the boy, grips his ear and slaps him in his buttocks. The boy then runs away and the gardener continues his watering. Three separate versions of this film exist, this is the original, filmed by Louis Lumière.",1895-06-10,fr,/rSZghvrFWTGqi4UecyG9jimzpEO.jpg
42112,"[80, 18]",L'Argent,"A forged 500-franc note is passed from person to person and shop to shop, until it falls into the hands of a genuine innocent who doesn't see it for what it is—which will have devastating consequences on his life.",1983-05-16,fr,/tqt9D4TH702ZXEUKWa3e6UdFAvY.jpg
13715,"[80, 18, 53]",At Close Range,"Brad Whitewood Jr. lives in rural Pennsylvania and has few prospects. Against his mother's wishes, he seeks out his estranged father, the head of a gang of thieves in a nearby town. Though his new girlfriend supports his criminal ambitions, Brad Jr. soon learns that his father is a dangerous man. Inspired by the real events that led to the end of the Johnston Gang, who operated in the northeastern United States in the 1970s.",1986-04-18,en,/psovrxpKpIc7WRZw2hfvVBrJLOa.jpg
2289,"[18, 10752, 36, 12, 10749]",Cold Mountain,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",2003-12-24,en,/32MsALfK6shuSopCrFjSNoxDc5p.jpg
936,"[35, 80]",The Pink Panther,"The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for the Tyrolean Alps, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...",1963-12-18,en,/aCjJ0sKayks2uL7MJBzdp2i67NI.jpg
432527,"[18, 36, 10749]",Padmaavat,"Rajputana, India, 13th century. The tyrannical usurper Alauddin Khilji, sultan of Delhi, becomes obsessed with Queen Padmavati, wife of King Ratan Singh of Mewar, and goes to great lengths to satisfy his greed for her.",2018-01-25,hi,/5kk71s8Vmvt8XQOojevhTA5QcB0.jpg
310131,"[18, 14, 27, 9648]",The Witch,"In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.",2015-01-27,en,/zap5hpFCWSvdWSuPGAQyjUv2wAC.jpg
84329,"[878, 35, 18, 80]",Robot & Frank,"Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse.",2012-08-16,en,/602vUwe1GPmaRvcrT3OQWqH1Nm1.jpg
58522,[35],Boris - Il film,A director and his crew attempt to make the transition from the small to the big screen.,2011-04-01,it,/AfahZLlkGlcLawAhxZLvER8xd7f.jpg
1573,"[28, 53]",Die Hard 2,"Off-duty cop John McClane is gripped with a feeling of déjà vu when, on a snowy Christmas Eve in the nation’s capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane’s smart-mouthed heroics.",1990-07-02,en,/lDFO7D4MdbhjOwaPwe18QG69Rt0.jpg
484482,"[18, 35]",Sink or Swim,"40-year-old Bertrand has been suffering from depression for the last two years and is barely able to keep his head above water. Despite the medication he gulps down all day, every day, and his wife's encouragement, he is unable to find any meaning in his life. Curiously, he will end up finding this sense of purpose at the swimming pool, by joining an all-male synchronised swimming team.",2018-10-24,fr,/zsGYDF6nRC8RsT1MnQTrH2IMVDC.jpg
473072,"[878, 53]",2036: Nexus Dawn,"This in-world short film takes place in the year 2036 and revolves around Jared Leto’s character, Niander Wallace. In this short, Wallace introduces a new line of “perfected” replicants called the Nexus 9, seeking to get the prohibition on replicants repealed. This no doubt has serious ramifications that will be crucial to the plot of Blade Runner 2049.",2017-08-30,en,/qPci3811kFmPPEevGrnjeKWokD4.jpg
157350,"[28, 12, 878]",Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",2014-03-14,en,/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg
48769,"[35, 10752]",Gramps Is in the Resistance,"It is 1943 in Paris. Like so many others, the Bourbelle family's home has been taken over by the Germans and they now live in their cellar. Little do they know that the son, Guy-Hubert Bourdelle, is far from being the cowardly hairdresser he pretends. He is in truth the Germans’ most feared opponent: le super-résistant!",1983-10-26,fr,/78e34omriZjSPPnw6dph3nc67YY.jpg
33196,"[28, 18, 53]",Tidal Wave,"On Haeundae Beach, a guilt-ridden fisherman takes care of a woman whose father accidentally got killed. A scientist reunites with his ex-wife and a daughter who doesn't even remember his face. And a poor rescue worker falls in love with a rich city girl. When they all find out a gigantic tsunami will hit the beach, they realize they only have 10 minutes to escape.",2009-06-06,ko,/1mE5jde5SJqUnZ58MAweW9GuhzK.jpg
16938,"[27, 9648, 53]",Black Christmas,"During their Christmas break, a group of sorority girls are stalked by a stranger who leaves them threatening phone calls.",1974-10-11,en,/qqO98sdPgptFgCua3Z4uZDuPcmP.jpg
10166,"[12, 14, 27, 35, 10751, 9648]",The Witches,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",1990-05-25,en,/mPYBjVkeHakkPGY7WaKyyNU4RWm.jpg
10083,[53],No Way Out,"Navy Lt. Tom Farrell meets a young woman, Susan Atwell , and they share a passionate fling. Farrell then finds out that his superior, Defense Secretary David Brice, is also romantically involved with Atwell. When the young woman turns up dead, Farrell is put in charge of the murder investigation. He begins to uncover shocking clues about the case, but when details of his encounter with Susan surface, he becomes a suspect as well.",1987-08-14,en,/93CzsBvRhg035yvQosRtSsTL19v.jpg
9263,"[35, 18, 10749]",Now and Then,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends — Teeny, Chrissy, Samantha and Roberta — recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",1995-10-20,en,/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg
604578,"[35, 27]",Spontaneous,"When students in their high school begin inexplicably exploding (literally), seniors Mara and Dylan struggle to survive in a world where each moment may be their last.",2020-10-02,en,/2LzYpRuTL3nEos9ZaLfan1u7nbR.jpg
291984,[18],The Death & Life of John F. Donovan,"A decade after the death of an American TV star, a young actor reminisces about the written correspondence he once shared with the former, as well as the impact those letters had on both their lives.",2019-03-13,en,/2bhI7Ivk7VmvUaJaDTxJUgOXp1E.jpg
752505,"[27, 14]",The Old Ways,"Cristina, a journalist of Mexican origin, travels to her ancestral home in Veracruz to investigate a story of sorcery and healing. There, she is kidnapped by a group of locals who claim she's the devil incarnated.",2020-10-16,en,/jYnedFgdnN62QXE8HAPVtQKNFFm.jpg
304410,"[35, 10402]",The Bélier Family,"The whole Bélier family is deaf, except for sixteen year old Paula who is the important translator in her parents' day to day life especially when it comes to matters concerning the family farm. When her music teacher discovers she has a fantastic singing voice and she gets an opportunity to enter a big Radio France contest the whole family's future is set up for big changes.",2014-12-17,fr,/7ZU9VmKw04ieuBoM91EoTn5z18I.jpg
63700,"[12, 35, 10751, 14, 10770, 27]",My Babysitter's a Vampire,"Geeky 14-year old Ethan is left to babysit his younger sister, Jane, with his best friend Benny but after Ethan inadvertently puts Jane in harm's way, his parents hire a professional babysitter, the beautiful yet mysterious 17-year-old Sarah who, unbeknownst to them, is actually a fledgling vampire.",2010-10-09,en,/dUWPPf9kCmnO5TxP08zsa6u0YmP.jpg
23479,"[10751, 35]",The Bad News Bears,"An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.",1976-04-07,en,/kJNXMni0ObOXLth6v9xpUhWbtrp.jpg
11820,"[18, 36, 10749]",Mona Lisa Smile,"Katherine Watson is a recent UCLA graduate hired to teach art history at the prestigious all-female Wellesley College, in 1953. Determined to confront the outdated mores of society and the institution that embraces them, Katherine inspires her traditional students, including Betty and Joan, to challenge the lives they are expected to lead.",2003-12-19,en,/bg0VKsXnLjIZ0cHmZHZLs9gzrvm.jpg
8390,"[35, 10749]","Definitely, Maybe","When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future.",2008-02-08,en,/oUdcZfd8r6HZRVIQeaTU0XtQFeQ.jpg
407890,"[18, 12]",Lean on Pete,"Charley Thompson, a teenager living with his single father, gets a summer job working for horse trainer Del Montgomery. Bonding with an aging racehorse named Lean on Pete, Charley is horrified to learn he is bound for slaughter, and so he steals the horse, and the duo embark on an odyssey across the new American frontier.",2018-04-06,en,/7SuPHSo9Uw8GACkP2oPst512Qhl.jpg
369883,"[10751, 35]",Middle School: The Worst Years of My Life,A quiet teenage artist Rafe Katchadorian has a wild imagination and is sick of middle school and the rules that have been put before him. Rafe and his best friend Leo have come up with a plan: break every rule in the school hand book and as you expect trouble follows.,2016-10-07,en,/3rlcvuGlLETfGCq0aaVD526Emlc.jpg
53596,"[18, 36]",Even the Rain,"As a director and his crew shoot a controversial film about Christopher Columbus in Cochabamba, Bolivia, local people rise up against plans to privatize the water supply.",2011-01-05,es,/nXjLFjC1nZUycdO273kV4sV3XqL.jpg
44494,"[35, 18]",Zero for Conduct,"In a repressive boarding school with rigid rules of behavior, four boys decide to rebel against the director on a celebration day.",1933-04-07,fr,/oQcGB9BGj9LPTWcEdij47McotKY.jpg
12153,"[35, 80]",White Chicks,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.",2004-06-23,en,/aHTUpo45qy9QYIOnVITGGqLoVcA.jpg
11689,"[28, 35]",Crime Busters,An attempted robbery turns to be an unexpected recruitment when two unemployed men mistakenly break into a police office instead of a store.,1977-04-01,it,/z35E0qY8wkkSPIBT5ptQAyWvr8k.jpg
